#chr	start	geneID	nearest	TSS	distance_to_TSS	distance_to_TES	strand	in_the_gene	transcripts_inbetween	transcript_ids_inbetween
chr4	57351174	.	.	.	.	.	.	.	.	.
chr9	14466849	.	.	.	.	.	.	.	.	.
chr9	14480293	.	.	.	.	.	.	.	.	.
chr7	150571560	.	.	.	.	.	.	.	.	.
chr5	103816943	.	.	.	.	.	.	.	.	.
chr5	103824902	.	.	.	.	.	.	.	.	.
chr5	104025747	.	.	.	.	.	.	.	.	.
chr19	26820923	.	.	.	.	.	.	.	.	.
chr1	185865026	.	.	.	.	.	.	.	.	.
chr11	120952392	.	.	.	.	.	.	.	.	.
chr18	42930957	.	.	.	.	.	.	.	.	.
chr18	43135643	.	.	.	.	.	.	.	.	.
chr3	109687117	.	.	.	.	.	.	.	.	.
chr13	56003795	.	.	.	.	.	.	.	.	.
chr16	95881212	.	.	.	.	.	.	.	.	.
chr6	121080230	.	.	.	.	.	.	.	.	.
chr9	66728918	.	.	.	.	.	.	.	.	.
chr10	17725474	.	.	.	.	.	.	.	.	.
chr5	102171703	.	.	.	.	.	.	.	.	.
chr9	44307103	.	.	.	.	.	.	.	.	.
chr9	75371664	.	.	.	.	.	.	.	.	.
chr7	17429367	.	.	.	.	.	.	.	.	.
chr3	109687117	.	.	.	.	.	.	.	.	.
chr17	56447632	.	.	.	.	.	.	.	.	.
chr13	38254769	.	.	.	.	.	.	.	.	.
chr1	90602564	.	.	.	.	.	.	.	.	.
chr8	119851483	.	.	.	.	.	.	.	.	.
chr5	90818821	.	.	.	.	.	.	.	.	.
chr12	86926811	.	.	.	.	.	.	.	.	.
chr18	61934208	.	.	.	.	.	.	.	.	.
chr4	153446235	.	.	.	.	.	.	.	.	.
chr2	148558303	.	.	.	.	.	.	.	.	.
chr2	129432150	.	.	.	.	.	.	.	.	.
chr11	16560450	.	.	.	.	.	.	.	.	.
chr4	144482189	.	.	.	.	.	.	.	.	.
chr5	115329525	.	.	.	.	.	.	.	.	.
chr17	46403243	.	.	.	.	.	.	.	.	.
chr17	46403380	.	.	.	.	.	.	.	.	.
chr11	76126479	.	.	.	.	.	.	.	.	.
chr4	70039222	.	.	.	.	.	.	.	.	.
chr10	106033584	.	.	.	.	.	.	.	.	.
chr10	106033751	.	.	.	.	.	.	.	.	.
chr11	97171690	.	.	.	.	.	.	.	.	.
chr15	102066010	.	.	.	.	.	.	.	.	.
chr13	110051416	.	.	.	.	.	.	.	.	.
chr11	114563829	.	.	.	.	.	.	.	.	.
chr4	122723762	.	.	.	.	.	.	.	.	.
chr19	53969373	.	.	.	.	.	.	.	.	.
chr14	73637753	.	.	.	.	.	.	.	.	.
chr18	61428548	.	.	.	.	.	.	.	.	.
chr18	5016849	.	.	.	.	.	.	.	.	.
chr16	16912317	.	.	.	.	.	.	.	.	.
chr9	123371104	.	.	.	.	.	.	.	.	.
chr19	10798384	.	.	.	.	.	.	.	.	.
chr8	14306960	.	.	.	.	.	.	.	.	.
chr1	92080342	.	.	.	.	.	.	.	.	.
chr3	90049693	.	.	.	.	.	.	.	.	.
chr13	102618599	.	.	.	.	.	.	.	.	.
chr12	112975712	.	.	.	.	.	.	.	.	.
chr6	128326644	.	.	.	.	.	.	.	.	.
chrX	139917606	.	.	.	.	.	.	.	.	.
chr7	87336398	.	.	.	.	.	.	.	.	.
chr6	100518848	.	.	.	.	.	.	.	.	.
chr7	28010205	.	.	.	.	.	.	.	.	.
chr16	34430325	.	.	.	.	.	.	.	.	.
chr2	136745391	.	.	.	.	.	.	.	.	.
chr1	13839396	.	.	.	.	.	.	.	.	.
chr1	26744340	.	.	.	.	.	.	.	.	.
chr11	100964551	.	.	.	.	.	.	.	.	.
chr14	9521198	.	.	.	.	.	.	.	.	.
chr1	158520668	.	.	.	.	.	.	.	.	.
chr1	158547339	.	.	.	.	.	.	.	.	.
chr14	41762023	.	.	.	.	.	.	.	.	.
chr3	10277579	.	.	.	.	.	.	.	.	.
chr2	172759694	.	.	.	.	.	.	.	.	.
chr2	172763360	.	.	.	.	.	.	.	.	.
chr5	115521850	.	.	.	.	.	.	.	.	.
chr9	44215148	.	.	.	.	.	.	.	.	.
chr10	43740181	.	.	.	.	.	.	.	.	.
chr10	41613298	.	.	.	.	.	.	.	.	.
chr18	65457025	.	.	.	.	.	.	.	.	.
chr13	91510502	.	.	.	.	.	.	.	.	.
chr15	101063407	.	.	.	.	.	.	.	.	.
chr3	69758259	.	.	.	.	.	.	.	.	.
chr16	43508591	.	.	.	.	.	.	.	.	.
chr16	43574371	.	.	.	.	.	.	.	.	.
chr13	63381834	.	.	.	.	.	.	.	.	.
chr1	55293624	.	.	.	.	.	.	.	.	.
chr17	17959961	.	.	.	.	.	.	.	.	.
chr1	182489776	.	.	.	.	.	.	.	.	.
chr11	110241161	.	.	.	.	.	.	.	.	.
chr1	88419118	.	.	.	.	.	.	.	.	.
chr14	79927582	.	.	.	.	.	.	.	.	.
chr6	147297840	.	.	.	.	.	.	.	.	.
chr2	131923486	.	.	.	.	.	.	.	.	.
chr5	136723239	.	.	.	.	.	.	.	.	.
chr4	129413697	.	.	.	.	.	.	.	.	.
chr18	43419069	.	.	.	.	.	.	.	.	.
chr18	43419219	.	.	.	.	.	.	.	.	.
chr13	110051416	.	.	.	.	.	.	.	.	.
chr5	35245832	.	.	.	.	.	.	.	.	.
chr5	51959859	.	.	.	.	.	.	.	.	.
chr12	37211753	.	.	.	.	.	.	.	.	.
chr2	35346371	.	.	.	.	.	.	.	.	.
chr2	129432150	.	.	.	.	.	.	.	.	.
chr7	126039427	.	.	.	.	.	.	.	.	.
chr7	126039427	.	.	.	.	.	.	.	.	.
chr12	113981451	.	.	.	.	.	.	.	.	.
chr8	129549456	.	.	.	.	.	.	.	.	.
chr10	57702300	.	.	.	.	.	.	.	.	.
chr1	108757655	.	.	.	.	.	.	.	.	.
chr5	147072751	.	.	.	.	.	.	.	.	.
chr5	147072865	.	.	.	.	.	.	.	.	.
chr19	9062346	.	.	.	.	.	.	.	.	.
chr19	9144947	.	.	.	.	.	.	.	.	.
chr5	32423622	.	.	.	.	.	.	.	.	.
chr14	70724643	.	.	.	.	.	.	.	.	.
chr18	42930957	.	.	.	.	.	.	.	.	.
chr18	43135643	.	.	.	.	.	.	.	.	.
chr7	127004913	.	.	.	.	.	.	.	.	.
chr1	167916419	.	.	.	.	.	.	.	.	.
chr12	70755181	.	.	.	.	.	.	.	.	.
chr4	141160758	.	.	.	.	.	.	.	.	.
chr4	118220858	.	.	.	.	.	.	.	.	.
chr1	167916419	.	.	.	.	.	.	.	.	.
chr7	87336398	.	.	.	.	.	.	.	.	.
chr14	41762023	.	.	.	.	.	.	.	.	.
chr13	57960273	.	.	.	.	.	.	.	.	.
chr7	146041529	.	.	.	.	.	.	.	.	.
chr3	159510847	.	.	.	.	.	.	.	.	.
chr5	124616438	.	.	.	.	.	.	.	.	.
chr13	57960273	.	.	.	.	.	.	.	.	.
chr1	75491987	.	.	.	.	.	.	.	.	.
chr5	73646186	.	.	.	.	.	.	.	.	.
chr1	108757655	.	.	.	.	.	.	.	.	.
chr8	113806188	.	.	.	.	.	.	.	.	.
chr10	82306942	.	.	.	.	.	.	.	.	.
chr7	119813749	.	.	.	.	.	.	.	.	.
chr7	138123566	.	.	.	.	.	.	.	.	.
chr7	138123699	.	.	.	.	.	.	.	.	.
chr14	61973511	.	.	.	.	.	.	.	.	.
chr17	28478172	.	.	.	.	.	.	.	.	.
chr1	197067820	.	.	.	.	.	.	.	.	.
chr11	70397406	.	.	.	.	.	.	.	.	.
chr4	97441884	.	.	.	.	.	.	.	.	.
chr4	97441884	.	.	.	.	.	.	.	.	.
chr2	109810219	.	.	.	.	.	.	.	.	.
chr8	93828640	.	.	.	.	.	.	.	.	.
chr7	17429367	.	.	.	.	.	.	.	.	.
chr2	122171434	.	.	.	.	.	.	.	.	.
chr10	107429926	.	.	.	.	.	.	.	.	.
chr17	31979297	.	.	.	.	.	.	.	.	.
chr18	50224778	.	.	.	.	.	.	.	.	.
chr8	24206095	.	.	.	.	.	.	.	.	.
chr10	93642365	.	.	.	.	.	.	.	.	.
chr8	71717281	.	.	.	.	.	.	.	.	.
chr1	181071373	.	.	.	.	.	.	.	.	.
chrX	166360754	.	.	.	.	.	.	.	.	.
chrX	166427362	.	.	.	.	.	.	.	.	.
chrX	166432950	.	.	.	.	.	.	.	.	.
chr10	21862583	.	.	.	.	.	.	.	.	.
chr10	21862774	.	.	.	.	.	.	.	.	.
chr8	88126748	.	.	.	.	.	.	.	.	.
chr17	79794315	.	.	.	.	.	.	.	.	.
chr11	87257043	.	.	.	.	.	.	.	.	.
chr2	132577421	.	.	.	.	.	.	.	.	.
chr12	112975712	.	.	.	.	.	.	.	.	.
chr2	140652077	.	.	.	.	.	.	.	.	.
chr13	113548696	.	.	.	.	.	.	.	.	.
chr10	31587625	.	.	.	.	.	.	.	.	.
chr16	25836029	.	.	.	.	.	.	.	.	.
chr16	25843933	.	.	.	.	.	.	.	.	.
chr17	46403243	.	.	.	.	.	.	.	.	.
chr17	46403380	.	.	.	.	.	.	.	.	.
chrX	84483714	.	.	.	.	.	.	.	.	.
chr2	136745391	.	.	.	.	.	.	.	.	.
chr4	117295856	.	.	.	.	.	.	.	.	.
chr1	167233113	.	.	.	.	.	.	.	.	.
chr1	120770337	.	.	.	.	.	.	.	.	.
chr4	140731847	.	.	.	.	.	.	.	.	.
chr3	52912682	.	.	.	.	.	.	.	.	.
chr7	126039427	.	.	.	.	.	.	.	.	.
chr6	146887669	.	.	.	.	.	.	.	.	.
chr1	145601109	.	.	.	.	.	.	.	.	.
chr2	5300381	.	.	.	.	.	.	.	.	.
chr1	89999634	.	.	.	.	.	.	.	.	.
chr1	135592753	.	.	.	.	.	.	.	.	.
chr10	13089536	.	.	.	.	.	.	.	.	.
chr7	134819118	.	.	.	.	.	.	.	.	.
chr1	44205544	.	.	.	.	.	.	.	.	.
chr6	83071812	.	.	.	.	.	.	.	.	.
chr6	83093011	.	.	.	.	.	.	.	.	.
chr9	44215148	.	.	.	.	.	.	.	.	.
chr7	89920499	.	.	.	.	.	.	.	.	.
chr14	75184388	.	.	.	.	.	.	.	.	.
chr14	75346569	.	.	.	.	.	.	.	.	.
chr8	23921280	.	.	.	.	.	.	.	.	.
chr1	34217012	.	.	.	.	.	.	.	.	.
chr3	83579412	.	.	.	.	.	.	.	.	.
chr17	36368235	.	.	.	.	.	.	.	.	.
chr8	113806188	.	.	.	.	.	.	.	.	.
chr6	33926636	.	.	.	.	.	.	.	.	.
chr16	25836029	.	.	.	.	.	.	.	.	.
chr16	25843933	.	.	.	.	.	.	.	.	.
chr13	120276594	.	.	.	.	.	.	.	.	.
chr9	120883928	.	.	.	.	.	.	.	.	.
chr16	25836029	.	.	.	.	.	.	.	.	.
chr16	25843933	.	.	.	.	.	.	.	.	.
chr16	25836029	.	.	.	.	.	.	.	.	.
chr16	25843933	.	.	.	.	.	.	.	.	.
chr3	121601368	.	.	.	.	.	.	.	.	.
chr18	47529528	.	.	.	.	.	.	.	.	.
chrX	163589625	.	.	.	.	.	.	.	.	.
chr6	128326644	.	.	.	.	.	.	.	.	.
chr5	58431600	.	.	.	.	.	.	.	.	.
chr10	82517145	.	.	.	.	.	.	.	.	.
chr16	44101459	.	.	.	.	.	.	.	.	.
chr7	148379180	.	.	.	.	.	.	.	.	.
chr7	148379362	.	.	.	.	.	.	.	.	.
chr4	95598334	.	.	.	.	.	.	.	.	.
chr3	90049693	.	.	.	.	.	.	.	.	.
chr6	51351355	.	.	.	.	.	.	.	.	.
chr10	93642365	.	.	.	.	.	.	.	.	.
chr5	115997785	.	.	.	.	.	.	.	.	.
chr7	26061110	.	.	.	.	.	.	.	.	.
chr4	97441884	.	.	.	.	.	.	.	.	.
chr3	116529685	.	.	.	.	.	.	.	.	.
chr7	117975070	.	.	.	.	.	.	.	.	.
chr4	151779151	.	.	.	.	.	.	.	.	.
chr4	151779297	.	.	.	.	.	.	.	.	.
chr2	126962808	.	.	.	.	.	.	.	.	.
chr3	37395368	.	.	.	.	.	.	.	.	.
chr7	148629281	.	.	.	.	.	.	.	.	.
chr6	128289233	.	.	.	.	.	.	.	.	.
chr11	3266659	.	.	.	.	.	.	.	.	.
chr11	100148455	.	.	.	.	.	.	.	.	.
chr12	113981451	.	.	.	.	.	.	.	.	.
chr14	52550650	.	.	.	.	.	.	.	.	.
chr6	113116711	.	.	.	.	.	.	.	.	.
chr5	66472573	.	.	.	.	.	.	.	.	.
chr16	25385707	.	.	.	.	.	.	.	.	.
chr7	148379180	.	.	.	.	.	.	.	.	.
chr7	148379362	.	.	.	.	.	.	.	.	.
chr10	59362596	.	.	.	.	.	.	.	.	.
chr4	65265851	.	.	.	.	.	.	.	.	.
chr4	65266046	.	.	.	.	.	.	.	.	.
chr12	112477144	.	.	.	.	.	.	.	.	.
chr7	148379180	.	.	.	.	.	.	.	.	.
chr7	148379362	.	.	.	.	.	.	.	.	.
chr1	164225779	.	.	.	.	.	.	.	.	.
chr4	140731847	.	.	.	.	.	.	.	.	.
chr16	25836029	.	.	.	.	.	.	.	.	.
chr16	25843933	.	.	.	.	.	.	.	.	.
chr5	143585307	.	.	.	.	.	.	.	.	.
chr7	89920499	.	.	.	.	.	.	.	.	.
chr10	81033719	.	.	.	.	.	.	.	.	.
chr7	150571560	.	.	.	.	.	.	.	.	.
chr6	121080230	.	.	.	.	.	.	.	.	.
chr7	139426142	.	.	.	.	.	.	.	.	.
chr8	4586605	.	.	.	.	.	.	.	.	.
chr5	102846906	.	.	.	.	.	.	.	.	.
chr11	70397406	.	.	.	.	.	.	.	.	.
chr14	48866037	.	.	.	.	.	.	.	.	.
chr11	115836265	.	.	.	.	.	.	.	.	.
chr16	33883661	.	.	.	.	.	.	.	.	.
chr14	61693994	.	.	.	.	.	.	.	.	.
chr7	123336714	.	.	.	.	.	.	.	.	.
chr16	90151215	.	.	.	.	.	.	.	.	.
chr7	88092779	.	.	.	.	.	.	.	.	.
chr4	141297891	.	.	.	.	.	.	.	.	.
chr2	102274223	.	.	.	.	.	.	.	.	.
chr2	102288220	.	.	.	.	.	.	.	.	.
chr11	119827740	.	.	.	.	.	.	.	.	.
chr16	16866444	.	.	.	.	.	.	.	.	.
chr11	119827740	.	.	.	.	.	.	.	.	.
chr1	194655297	.	.	.	.	.	.	.	.	.
chr5	99781594	.	.	.	.	.	.	.	.	.
chr11	76126479	.	.	.	.	.	.	.	.	.
chr5	15052325	.	.	.	.	.	.	.	.	.
chr5	15112758	.	.	.	.	.	.	.	.	.
chr16	90095387	.	.	.	.	.	.	.	.	.
chr16	90151215	.	.	.	.	.	.	.	.	.
chr13	98808966	.	.	.	.	.	.	.	.	.
chr13	120276594	.	.	.	.	.	.	.	.	.
chr8	121354388	.	.	.	.	.	.	.	.	.
chr2	173901730	.	.	.	.	.	.	.	.	.
chr2	168745748	.	.	.	.	.	.	.	.	.
chr4	129413697	.	.	.	.	.	.	.	.	.
chr2	172759694	.	.	.	.	.	.	.	.	.
chr2	172763360	.	.	.	.	.	.	.	.	.
chr15	80691860	.	.	.	.	.	.	.	.	.
chr4	53231170	.	.	.	.	.	.	.	.	.
chr17	33920556	.	.	.	.	.	.	.	.	.
chr4	141297891	.	.	.	.	.	.	.	.	.
chr16	16912317	.	.	.	.	.	.	.	.	.
chr4	133160955	.	.	.	.	.	.	.	.	.
chr10	43640892	.	.	.	.	.	.	.	.	.
chr8	73297497	.	.	.	.	.	.	.	.	.
chr18	5016849	.	.	.	.	.	.	.	.	.
chr11	70397406	.	.	.	.	.	.	.	.	.
chr1	52635488	.	.	.	.	.	.	.	.	.
chr8	73297497	.	.	.	.	.	.	.	.	.
chr15	77629316	.	.	.	.	.	.	.	.	.
chr15	77661605	.	.	.	.	.	.	.	.	.
chr7	56809068	.	.	.	.	.	.	.	.	.
chr11	69572437	.	.	.	.	.	.	.	.	.
chr13	96258876	.	.	.	.	.	.	.	.	.
chr5	23977791	.	.	.	.	.	.	.	.	.
chr2	31019531	.	.	.	.	.	.	.	.	.
chr2	31119743	.	.	.	.	.	.	.	.	.
chr7	148379180	.	.	.	.	.	.	.	.	.
chr7	148379362	.	.	.	.	.	.	.	.	.
chr13	23610160	.	.	.	.	.	.	.	.	.
chr9	103988283	.	.	.	.	.	.	.	.	.
chr14	52550650	.	.	.	.	.	.	.	.	.
chr13	91510502	.	.	.	.	.	.	.	.	.
chr7	128984541	.	.	.	.	.	.	.	.	.
chr7	128854935	.	.	.	.	.	.	.	.	.
chr19	10798384	.	.	.	.	.	.	.	.	.
chr10	88433836	.	.	.	.	.	.	.	.	.
chr2	110568326	.	.	.	.	.	.	.	.	.
chr6	143811364	.	.	.	.	.	.	.	.	.
chr3	101743281	.	.	.	.	.	.	.	.	.
chr12	112330425	.	.	.	.	.	.	.	.	.
chr2	165427405	.	.	.	.	.	.	.	.	.
chr10	127058840	.	.	.	.	.	.	.	.	.
chr1	154981623	.	.	.	.	.	.	.	.	.
chr1	155133374	.	.	.	.	.	.	.	.	.
chr11	16560450	.	.	.	.	.	.	.	.	.
chr2	148558303	.	.	.	.	.	.	.	.	.
chrX	137172820	.	.	.	.	.	.	.	.	.
chr12	112330425	.	.	.	.	.	.	.	.	.
chr12	112477144	.	.	.	.	.	.	.	.	.
chr5	64634166	.	.	.	.	.	.	.	.	.
chr16	91875996	.	.	.	.	.	.	.	.	.
chr19	53969373	.	.	.	.	.	.	.	.	.
chr5	125870085	.	.	.	.	.	.	.	.	.
chr14	70724643	.	.	.	.	.	.	.	.	.
chr7	137768001	.	.	.	.	.	.	.	.	.
chr10	80126390	.	.	.	.	.	.	.	.	.
chr15	82973449	.	.	.	.	.	.	.	.	.
chr16	17866100	.	.	.	.	.	.	.	.	.
chr11	21483462	.	.	.	.	.	.	.	.	.
chr10	79808095	.	.	.	.	.	.	.	.	.
chr1	145601109	.	.	.	.	.	.	.	.	.
chr2	122171434	.	.	.	.	.	.	.	.	.
chr16	92744754	.	.	.	.	.	.	.	.	.
chr11	50300699	.	.	.	.	.	.	.	.	.
chr11	4116866	.	.	.	.	.	.	.	.	.
chr16	90468446	.	.	.	.	.	.	.	.	.
chr17	56447632	.	.	.	.	.	.	.	.	.
chr14	51711605	.	.	.	.	.	.	.	.	.
chr12	92932316	.	.	.	.	.	.	.	.	.
chr12	92984595	.	.	.	.	.	.	.	.	.
chr3	59001668	.	.	.	.	.	.	.	.	.
chr3	79711488	.	.	.	.	.	.	.	.	.
chr6	83093011	.	.	.	.	.	.	.	.	.
chr17	47404360	.	.	.	.	.	.	.	.	.
chr16	17866100	.	.	.	.	.	.	.	.	.
chr9	111053664	.	.	.	.	.	.	.	.	.
chr8	13548998	.	.	.	.	.	.	.	.	.
chr9	70477636	.	.	.	.	.	.	.	.	.
chr11	103196320	.	.	.	.	.	.	.	.	.
chr1	195334592	.	.	.	.	.	.	.	.	.
chr1	195340816	.	.	.	.	.	.	.	.	.
chr1	195348466	.	.	.	.	.	.	.	.	.
chr1	195352857	.	.	.	.	.	.	.	.	.
chr1	195394981	.	.	.	.	.	.	.	.	.
chr1	164225779	.	.	.	.	.	.	.	.	.
chr2	157260393	.	.	.	.	.	.	.	.	.
chr13	12578010	.	.	.	.	.	.	.	.	.
chr7	138009297	.	.	.	.	.	.	.	.	.
chr15	100992242	.	.	.	.	.	.	.	.	.
chr6	127325975	.	.	.	.	.	.	.	.	.
chr6	127381753	.	.	.	.	.	.	.	.	.
chr6	127425244	.	.	.	.	.	.	.	.	.
chr10	81033719	.	.	.	.	.	.	.	.	.
chr3	29852588	.	.	.	.	.	.	.	.	.
chr14	58540770	.	.	.	.	.	.	.	.	.
chr12	104299157	.	.	.	.	.	.	.	.	.
chr8	109334564	.	.	.	.	.	.	.	.	.
chr7	26061110	.	.	.	.	.	.	.	.	.
chr11	107278688	.	.	.	.	.	.	.	.	.
chr6	76927942	.	.	.	.	.	.	.	.	.
chr5	99781594	.	.	.	.	.	.	.	.	.
chr9	72916030	.	.	.	.	.	.	.	.	.
chr4	98327543	.	.	.	.	.	.	.	.	.
chr6	47601314	.	.	.	.	.	.	.	.	.
chrX	166360754	.	.	.	.	.	.	.	.	.
chrX	166427362	.	.	.	.	.	.	.	.	.
chrX	166432950	.	.	.	.	.	.	.	.	.
chr9	66728918	.	.	.	.	.	.	.	.	.
chr9	66794084	.	.	.	.	.	.	.	.	.
chr6	37242315	.	.	.	.	.	.	.	.	.
chr1	138447793	.	.	.	.	.	.	.	.	.
chr1	159250801	BC055845_2810025M15Rik	1 of 1	159342483	91682	99552	+	NO	0	
chr2	76386556	.	.	.	.	.	.	.	.	.
chr8	73173598	.	.	.	.	.	.	.	.	.
chr8	73183558	.	.	.	.	.	.	.	.	.
chr4	98327543	.	.	.	.	.	.	.	.	.
chr6	128289233	.	.	.	.	.	.	.	.	.
chr4	153446235	.	.	.	.	.	.	.	.	.
chr9	103988283	.	.	.	.	.	.	.	.	.
chr5	72564131	.	.	.	.	.	.	.	.	.
chr11	107278688	.	.	.	.	.	.	.	.	.
chr14	11823985	.	.	.	.	.	.	.	.	.
chr15	80533396	.	.	.	.	.	.	.	.	.
chr10	67567003	.	.	.	.	.	.	.	.	.
chr9	111053664	.	.	.	.	.	.	.	.	.
chr3	30992357	.	.	.	.	.	.	.	.	.
chr1	95196573	.	.	.	.	.	.	.	.	.
chr18	57946142	.	.	.	.	.	.	.	.	.
chr11	8483612	.	.	.	.	.	.	.	.	.
chr11	8541945	.	.	.	.	.	.	.	.	.
chr1	108757655	.	.	.	.	.	.	.	.	.
chr4	62324439	.	.	.	.	.	.	.	.	.
chr5	21697850	.	.	.	.	.	.	.	.	.
chr10	80126390	.	.	.	.	.	.	.	.	.
chr9	3258857	.	.	.	.	.	.	.	.	.
chr10	59693654	.	.	.	.	.	.	.	.	.
chr12	58725309	.	.	.	.	.	.	.	.	.
chr4	100623172	.	.	.	.	.	.	.	.	.
chr10	41613298	.	.	.	.	.	.	.	.	.
chr7	16894872	.	.	.	.	.	.	.	.	.
chr9	24346538	.	.	.	.	.	.	.	.	.
chr16	44101459	.	.	.	.	.	.	.	.	.
chr15	32250651	.	.	.	.	.	.	.	.	.
chr9	66728918	.	.	.	.	.	.	.	.	.
chr9	66794084	.	.	.	.	.	.	.	.	.
chr7	137768001	.	.	.	.	.	.	.	.	.
chr1	78641027	.	.	.	.	.	.	.	.	.
chr2	110568326	.	.	.	.	.	.	.	.	.
chr11	29514477	.	.	.	.	.	.	.	.	.
chr9	106273656	.	.	.	.	.	.	.	.	.
chr11	20247624	.	.	.	.	.	.	.	.	.
chr3	100835953	.	.	.	.	.	.	.	.	.
chr5	136723239	.	.	.	.	.	.	.	.	.
chr1	90423032	.	.	.	.	.	.	.	.	.
chr11	59272503	.	.	.	.	.	.	.	.	.
chrX	98516735	.	.	.	.	.	.	.	.	.
chr18	12671183	.	.	.	.	.	.	.	.	.
chr16	16866444	.	.	.	.	.	.	.	.	.
chr16	25836029	.	.	.	.	.	.	.	.	.
chr16	25843933	.	.	.	.	.	.	.	.	.
chr1	155133374	.	.	.	.	.	.	.	.	.
chr4	135129138	.	.	.	.	.	.	.	.	.
chr13	97344282	.	.	.	.	.	.	.	.	.
chr19	5846865	.	.	.	.	.	.	.	.	.
chr5	135053576	.	.	.	.	.	.	.	.	.
chr2	136745391	.	.	.	.	.	.	.	.	.
chr17	28834572	.	.	.	.	.	.	.	.	.
chr17	28834572	.	.	.	.	.	.	.	.	.
chr5	66472573	.	.	.	.	.	.	.	.	.
chr8	86143616	.	.	.	.	.	.	.	.	.
chr1	39502327	BC049091_D1Bwg0212e	1 of 1	39592545	90218	101407	+	NO	1	NM_018775_Tbc1d8
chr9	107478162	.	.	.	.	.	.	.	.	.
chr4	150245511	.	.	.	.	.	.	.	.	.
chr2	68763818	.	.	.	.	.	.	.	.	.
chr6	17267124	.	.	.	.	.	.	.	.	.
chr4	141160758	.	.	.	.	.	.	.	.	.
chr18	40467892	.	.	.	.	.	.	.	.	.
chr11	121341339	.	.	.	.	.	.	.	.	.
chr1	34217012	.	.	.	.	.	.	.	.	.
chr5	147910495	.	.	.	.	.	.	.	.	.
chr9	123371104	.	.	.	.	.	.	.	.	.
chr11	29514477	.	.	.	.	.	.	.	.	.
chr11	3266659	.	.	.	.	.	.	.	.	.
chr11	70397406	.	.	.	.	.	.	.	.	.
chr9	86714892	.	.	.	.	.	.	.	.	.
chr17	28478172	.	.	.	.	.	.	.	.	.
chr6	128289233	.	.	.	.	.	.	.	.	.
chr14	26296311	.	.	.	.	.	.	.	.	.
chr8	107426996	.	.	.	.	.	.	.	.	.
chr18	34147214	.	.	.	.	.	.	.	.	.
chr15	101563471	.	.	.	.	.	.	.	.	.
chr1	194967560	BC055955_A130010J15Rik	1 of 1	194999663	32103	36455	+	NO	1	NM_016851_Irf6
chr15	97706407	.	.	.	.	.	.	.	.	.
chr7	137484210	.	.	.	.	.	.	.	.	.
chr1	91506074	.	.	.	.	.	.	.	.	.
chr1	91506237	.	.	.	.	.	.	.	.	.
chr9	8033087	.	.	.	.	.	.	.	.	.
chr15	75989308	.	.	.	.	.	.	.	.	.
chr8	23921280	.	.	.	.	.	.	.	.	.
chr10	84922053	.	.	.	.	.	.	.	.	.
chr16	17866100	.	.	.	.	.	.	.	.	.
chr18	42207995	.	.	.	.	.	.	.	.	.
chr16	43508591	.	.	.	.	.	.	.	.	.
chr16	43574371	.	.	.	.	.	.	.	.	.
chr18	9428997	.	.	.	.	.	.	.	.	.
chr11	5481053	.	.	.	.	.	.	.	.	.
chr7	152450338	.	.	.	.	.	.	.	.	.
chr7	152450519	.	.	.	.	.	.	.	.	.
chr4	45434915	.	.	.	.	.	.	.	.	.
chr6	56806957	.	.	.	.	.	.	.	.	.
chr5	73646186	.	.	.	.	.	.	.	.	.
chr16	44101459	.	.	.	.	.	.	.	.	.
chr16	92744754	.	.	.	.	.	.	.	.	.
chr5	66472573	.	.	.	.	.	.	.	.	.
chr16	92744754	.	.	.	.	.	.	.	.	.
chr13	97344282	.	.	.	.	.	.	.	.	.
chr19	9018714	.	.	.	.	.	.	.	.	.
chr4	80978722	.	.	.	.	.	.	.	.	.
chr9	74815214	.	.	.	.	.	.	.	.	.
chr17	84737002	.	.	.	.	.	.	.	.	.
chr18	50224778	.	.	.	.	.	.	.	.	.
chr2	130201294	.	.	.	.	.	.	.	.	.
chr16	31290592	.	.	.	.	.	.	.	.	.
chr7	138123566	.	.	.	.	.	.	.	.	.
chr7	138123699	.	.	.	.	.	.	.	.	.
chr14	73637753	.	.	.	.	.	.	.	.	.
chr14	73655550	.	.	.	.	.	.	.	.	.
chr14	73713362	.	.	.	.	.	.	.	.	.
chr14	73770668	.	.	.	.	.	.	.	.	.
chr13	40820500	.	.	.	.	.	.	.	.	.
chr14	63456124	.	.	.	.	.	.	.	.	.
chr8	13668465	.	.	.	.	.	.	.	.	.
chr14	70724643	.	.	.	.	.	.	.	.	.
chr5	114623119	.	.	.	.	.	.	.	.	.
chr7	135696903	.	.	.	.	.	.	.	.	.
chr19	9062346	.	.	.	.	.	.	.	.	.
chr15	80691860	.	.	.	.	.	.	.	.	.
chr1	167233113	.	.	.	.	.	.	.	.	.
chr4	129413697	.	.	.	.	.	.	.	.	.
chr6	143811364	.	.	.	.	.	.	.	.	.
chr3	108226998	.	.	.	.	.	.	.	.	.
chr6	47601314	.	.	.	.	.	.	.	.	.
chr4	144482189	.	.	.	.	.	.	.	.	.
chr7	16894872	.	.	.	.	.	.	.	.	.
chr13	120276594	.	.	.	.	.	.	.	.	.
chr11	100964551	.	.	.	.	.	.	.	.	.
chr8	71717281	.	.	.	.	.	.	.	.	.
chr1	17040475	.	.	.	.	.	.	.	.	.
