#feature.id	feature.chr	feature.start	feature.end	feature.strand	peak.chr	peak.start	peak.end	order	dist_closest	dist_TSS	dist_TES
NM_007463_Speg	chr1	75371872	75428879	+	chr1	75481920	75482054	1 of 2	53041	110048	53041
NM_007463_Speg	chr1	75371872	75428879	+	chr1	75481920	75482054	2 of 2	53041	110048	53041
NM_007495_Astn1	chr1	160292424	160626748	+	---	---	---	---	---	---	---
NM_007498_Atf3	chr1	192994178	193057173	-	---	---	---	---	---	---	---
NM_007525_Bard1	chr1	71076934	71149526	-	---	---	---	---	---	---	---
NM_007561_Bmpr2	chr1	59820296	59927706	+	---	---	---	---	---	---	---
NM_007570_Btg2	chr1	135971251	135991759	-	chr1	135851853	135852218	1 of 4	119033	139541	119033
NM_007570_Btg2	chr1	135971251	135991759	-	chr1	135851853	135852218	2 of 4	119033	139541	119033
NM_007570_Btg2	chr1	135971251	135991759	-	chr1	135582677	135582828	3 of 4	388423	408931	388423
NM_007570_Btg2	chr1	135971251	135991759	-	chr1	136956468	136956598	4 of 4	964709	964709	985217
NM_007576_C4bp	chr1	132531357	132558199	-	chr1	132950929	132951247	1 of 2	392730	392730	419572
NM_007576_C4bp	chr1	132531357	132558199	-	chr1	133114860	133115015	2 of 2	556661	556661	583503
NM_007642_Cd28	chr1	60763315	60830749	+	---	---	---	---	---	---	---
NM_007649_Cd48	chr1	173603288	173635385	+	chr1	174376470	174376659	1 of 3	741085	773182	741085
NM_007649_Cd48	chr1	173603288	173635385	+	chr1	172620917	172621080	2 of 3	982208	982208	1014305
NM_007649_Cd48	chr1	173603288	173635385	+	chr1	172620779	172620912	3 of 3	982376	982376	1014473
NM_007685_Cfc1	chr1	34592493	34601156	+	chr1	34206924	34207100	1 of 2	385393	385393	394056
NM_007685_Cfc1	chr1	34592493	34601156	+	chr1	34206924	34207100	2 of 2	385393	385393	394056
NM_007695_Chi3l1	chr1	136069840	136086738	+	chr1	135851853	135852218	1 of 4	217622	217622	234520
NM_007695_Chi3l1	chr1	136069840	136086738	+	chr1	135851853	135852218	2 of 4	217622	217622	234520
NM_007695_Chi3l1	chr1	136069840	136086738	+	chr1	135582677	135582828	3 of 4	487012	487012	503910
NM_007695_Chi3l1	chr1	136069840	136086738	+	chr1	136956468	136956598	4 of 4	869730	886628	869730
NM_007722_Cxcr7	chr1	92100063	92112863	+	chr1	92070253	92070431	1 of 4	29632	29632	42432
NM_007722_Cxcr7	chr1	92100063	92112863	+	chr1	92070253	92070431	2 of 4	29632	29632	42432
NM_007722_Cxcr7	chr1	92100063	92112863	+	chr1	91496155	91496319	3 of 4	603744	603744	616544
NM_007722_Cxcr7	chr1	92100063	92112863	+	chr1	91496155	91496319	4 of 4	603744	603744	616544
NM_007733_Col19a1	chr1	24258667	24602262	-	chr1	24609562	24609623	1 of 4	7300	7300	350895
NM_007733_Col19a1	chr1	24258667	24602262	-	chr1	24609562	24609623	2 of 4	7300	7300	350895
NM_007733_Col19a1	chr1	24258667	24602262	-	chr1	24609923	24609992	3 of 4	7661	7661	351256
NM_007733_Col19a1	chr1	24258667	24602262	-	chr1	24609923	24609992	4 of 4	7661	7661	351256
NM_007734_Col4a3	chr1	82583506	82718629	+	---	---	---	---	---	---	---
NM_007735_Col4a4	chr1	82438140	82584744	-	---	---	---	---	---	---	---
NM_007737_Col5a2	chr1	45431177	45560226	-	---	---	---	---	---	---	---
NM_007740_Col9a1	chr1	24164692	24268636	+	chr1	24609562	24609623	1 of 4	340926	444870	340926
NM_007740_Col9a1	chr1	24164692	24268636	+	chr1	24609562	24609623	2 of 4	340926	444870	340926
NM_007740_Col9a1	chr1	24164692	24268636	+	chr1	24609923	24609992	3 of 4	341287	445231	341287
NM_007740_Col9a1	chr1	24164692	24268636	+	chr1	24609923	24609992	4 of 4	341287	445231	341287
NM_007758_Cr2	chr1	196963005	197003002	-	chr1	197057796	197057843	1 of 1	54794	54794	94791
NM_007768_Crp	chr1	174620782	174763152	+	chr1	174376470	174376659	1 of 1	244123	244123	386493
NM_007774_Cryga	chr1	65146986	65150012	-	---	---	---	---	---	---	---
NM_007776_Crygd	chr1	65108417	65110024	-	---	---	---	---	---	---	---
NM_007777_Cryge	chr1	65095133	65097767	-	---	---	---	---	---	---	---
NM_007791_Csrp1	chr1	137526251	137648807	+	chr1	136956468	136956598	1 of 3	569653	569653	692209
NM_007791_Csrp1	chr1	137526251	137648807	+	chr1	138437726	138437860	2 of 3	788919	911475	788919
NM_007791_Csrp1	chr1	137526251	137648807	+	chr1	138437726	138437860	3 of 3	788919	911475	788919
NM_007799_Ctse	chr1	133534879	133572077	+	chr1	133114860	133115015	1 of 2	419864	419864	457062
NM_007799_Ctse	chr1	133534879	133572077	+	chr1	132950929	132951247	2 of 2	583632	583632	620830
NM_007827_Daf2	chr1	132285116	132319576	-	chr1	132950929	132951247	1 of 2	631353	631353	665813
NM_007827_Daf2	chr1	132285116	132319576	-	chr1	133114860	133115015	2 of 2	795284	795284	829744
NM_007842_Dhx9	chr1	155302618	155334755	-	chr1	155123313	155123435	1 of 3	179183	211320	179183
NM_007842_Dhx9	chr1	155302618	155334755	-	chr1	155123313	155123435	2 of 3	179183	211320	179183
NM_007842_Dhx9	chr1	155302618	155334755	-	chr1	154971572	154971673	3 of 3	330945	363082	330945
NM_007853_Degs1	chr1	184205901	184212915	-	---	---	---	---	---	---	---
NM_007921_Elf3	chr1	137149649	137155139	-	chr1	136956468	136956598	1 of 1	193051	198541	193051
NM_007923_Elk4	chr1	133904204	133929189	+	chr1	133114860	133115015	1 of 2	789189	789189	814174
NM_007923_Elk4	chr1	133904204	133929189	+	chr1	132950929	132951247	2 of 2	952957	952957	977942
NM_007936_Epha4	chr1	77280640	77511653	-	chr1	77457642	77457791	1 of 1	0	53862	177002
NM_007955_Ptprv	chr1	137004306	137029151	-	chr1	136956468	136956598	1 of 1	47708	72553	47708
NM_007976_F5	chr1	166081877	166150388	+	---	---	---	---	---	---	---
NM_008030_Fmo3	chr1	164883934	164914811	-	chr1	164215623	164215935	1 of 2	667999	698876	667999
NM_008030_Fmo3	chr1	164883934	164914811	-	chr1	164215623	164215935	2 of 2	667999	698876	667999
NM_008057_Fzd7	chr1	59538966	59546428	+	---	---	---	---	---	---	---
NM_008059_G0s2	chr1	195098362	195108977	-	chr1	194957396	194957723	1 of 4	140639	151254	140639
NM_008059_G0s2	chr1	195098362	195108977	-	chr1	194957396	194957723	2 of 4	140639	151254	140639
NM_008059_G0s2	chr1	195098362	195108977	-	chr1	195324443	195324741	3 of 4	215466	215466	226081
NM_008059_G0s2	chr1	195098362	195108977	-	chr1	195330701	195330930	4 of 4	221724	221724	232339
NM_008131_Glul	chr1	155746721	155757023	+	chr1	155123313	155123435	1 of 3	623286	623286	633588
NM_008131_Glul	chr1	155746721	155757023	+	chr1	155123313	155123435	2 of 3	623286	623286	633588
NM_008131_Glul	chr1	155746721	155757023	+	chr1	154971572	154971673	3 of 3	775048	775048	785350
NM_008132_Glrp1	chr1	90396446	90406631	-	chr1	90412932	90413132	1 of 4	6301	6301	16486
NM_008132_Glrp1	chr1	90396446	90406631	-	chr1	90592499	90592629	2 of 4	185868	185868	196053
NM_008132_Glrp1	chr1	90396446	90406631	-	chr1	89989553	89989714	3 of 4	406732	416917	406732
NM_008132_Glrp1	chr1	90396446	90406631	-	chr1	89989553	89989714	4 of 4	406732	416917	406732
NM_008209_Mr1	chr1	156951231	157006024	-	---	---	---	---	---	---	---
NM_008210_H3f3a	chr1	182694052	182744054	-	chr1	182479646	182479905	1 of 2	214147	264149	214147
NM_008210_H3f3a	chr1	182694052	182744054	-	chr1	182479646	182479905	2 of 2	214147	264149	214147
NM_008250_Hlx	chr1	186542564	186592227	-	chr1	185854947	185855105	1 of 2	687459	737122	687459
NM_008250_Hlx	chr1	186542564	186592227	-	chr1	185854947	185855105	2 of 2	687459	737122	687459
NM_008288_Hsd11b1	chr1	195047814	195090228	-	chr1	194957396	194957723	1 of 4	90091	132505	90091
NM_008288_Hsd11b1	chr1	195047814	195090228	-	chr1	194957396	194957723	2 of 4	90091	132505	90091
NM_008288_Hsd11b1	chr1	195047814	195090228	-	chr1	195324443	195324741	3 of 4	234215	234215	276629
NM_008288_Hsd11b1	chr1	195047814	195090228	-	chr1	195330701	195330930	4 of 4	240473	240473	282887
NM_008299_Dnajb3	chr1	90101307	90102337	-	chr1	89989553	89989714	1 of 4	111593	112623	111593
NM_008299_Dnajb3	chr1	90101307	90102337	-	chr1	89989553	89989714	2 of 4	111593	112623	111593
NM_008299_Dnajb3	chr1	90101307	90102337	-	chr1	89989553	89989714	3 of 4	111593	112623	111593
NM_008299_Dnajb3	chr1	90101307	90102337	-	chr1	89989553	89989714	4 of 4	111593	112623	111593
NM_008311_Htr2b	chr1	87995611	88008576	-	chr1	88408969	88409267	1 of 1	400393	400393	413358
NM_008327_Ifi202b	chr1	175892699	175912872	-	---	---	---	---	---	---	---
NM_008329_Ifi204	chr1	175677424	175929523	-	---	---	---	---	---	---	---
NM_008342_Igfbp2	chr1	72840313	72899038	+	chr1	72815517	72815742	1 of 3	24571	24571	83296
NM_008342_Igfbp2	chr1	72840313	72899038	+	chr1	72770058	72770226	2 of 3	70087	70087	128812
NM_008342_Igfbp2	chr1	72840313	72899038	+	chr1	72769824	72770056	3 of 3	70257	70257	128982
NM_008362_Il1r1	chr1	40274145	40373439	+	chr1	40325917	40326123	1 of 4	0	51772	47316
NM_008362_Il1r1	chr1	40274145	40373439	+	chr1	40325917	40326123	2 of 4	0	51772	47316
NM_008362_Il1r1	chr1	40274145	40373439	+	chr1	40325917	40326123	3 of 4	0	51772	47316
NM_008362_Il1r1	chr1	40274145	40373439	+	chr1	39492140	39492513	4 of 4	781632	781632	880926
NM_008365_Il18r1	chr1	40522407	40557703	+	chr1	40325917	40326123	1 of 3	196284	196284	231580
NM_008365_Il18r1	chr1	40522407	40557703	+	chr1	40325917	40326123	2 of 3	196284	196284	231580
NM_008365_Il18r1	chr1	40522407	40557703	+	chr1	40325917	40326123	3 of 3	196284	196284	231580
NM_008384_Inpp1	chr1	52826936	52890006	-	chr1	52625416	52625560	1 of 3	201376	264446	201376
NM_008384_Inpp1	chr1	52826936	52890006	-	chr1	52625416	52625560	2 of 3	201376	264446	201376
NM_008384_Inpp1	chr1	52826936	52890006	-	chr1	52625416	52625560	3 of 3	201376	264446	201376
NM_008429_Kcnj9	chr1	174250632	174259434	-	chr1	174376470	174376659	1 of 1	117036	117036	125838
NM_008440_Kif1a	chr1	94912041	94998420	-	chr1	95186508	95186637	1 of 2	188088	188088	274467
NM_008440_Kif1a	chr1	94912041	94998420	-	chr1	95186508	95186637	2 of 2	188088	188088	274467
NM_008484_Lamb3	chr1	195033913	195170047	+	chr1	194957396	194957723	1 of 4	76190	76190	212324
NM_008484_Lamb3	chr1	195033913	195170047	+	chr1	194957396	194957723	2 of 4	76190	76190	212324
NM_008484_Lamb3	chr1	195033913	195170047	+	chr1	195324443	195324741	3 of 4	154396	290530	154396
NM_008484_Lamb3	chr1	195033913	195170047	+	chr1	195330701	195330930	4 of 4	160654	296788	160654
NM_008485_Lamc2	chr1	154969890	155033557	-	chr1	154971572	154971673	1 of 3	0	61884	1682
NM_008485_Lamc2	chr1	154969890	155033557	-	chr1	155123313	155123435	2 of 3	89756	89756	153423
NM_008485_Lamc2	chr1	154969890	155033557	-	chr1	155123313	155123435	3 of 3	89756	89756	153423
NM_008510_Xcl1	chr1	166861801	166916999	-	chr1	167222964	167223261	1 of 4	305965	305965	361163
NM_008510_Xcl1	chr1	166861801	166916999	-	chr1	167222964	167223261	2 of 4	305965	305965	361163
NM_008510_Xcl1	chr1	166861801	166916999	-	chr1	167906284	167906554	3 of 4	989285	989285	1044483
NM_008510_Xcl1	chr1	166861801	166916999	-	chr1	167906284	167906554	4 of 4	989285	989285	1044483
NM_008515_Lrrfip1	chr1	92895314	93025509	+	chr1	92070253	92070431	1 of 2	824883	824883	955078
NM_008515_Lrrfip1	chr1	92895314	93025509	+	chr1	92070253	92070431	2 of 2	824883	824883	955078
NM_008534_Ly9	chr1	173518153	173537531	-	chr1	174376470	174376659	1 of 3	838939	838939	858317
NM_008534_Ly9	chr1	173518153	173537531	-	chr1	172620917	172621080	2 of 3	897073	916451	897073
NM_008534_Ly9	chr1	173518153	173537531	-	chr1	172620779	172620912	3 of 3	897241	916619	897241
NM_008551_Mapkapk2	chr1	132950274	133013820	-	chr1	132950929	132951247	1 of 2	0	62573	655
NM_008551_Mapkapk2	chr1	132950274	133013820	-	chr1	133114860	133115015	2 of 2	101040	101040	164586
NM_008563_Mcm3	chr1	20792654	20810343	-	---	---	---	---	---	---	---
NM_008567_Mcm6	chr1	130228167	130256262	-	---	---	---	---	---	---	---
NM_008575_Mdm4	chr1	134877138	134927144	-	chr1	135582677	135582828	1 of 3	655533	655533	705539
NM_008575_Mdm4	chr1	134877138	134927144	-	chr1	135851853	135852218	2 of 3	924709	924709	974715
NM_008575_Mdm4	chr1	134877138	134927144	-	chr1	135851853	135852218	3 of 3	924709	924709	974715
NM_008623_Mpz	chr1	173081953	173091254	+	chr1	172620917	172621080	1 of 2	460873	460873	470174
NM_008623_Mpz	chr1	173081953	173091254	+	chr1	172620779	172620912	2 of 2	461041	461041	470342
NM_008651_Mybl1	chr1	9635825	9690280	-	chr1	9619175	9619382	1 of 3	16443	70898	16443
NM_008651_Mybl1	chr1	9635825	9690280	-	chr1	9619046	9619167	2 of 3	16658	71113	16658
NM_008651_Mybl1	chr1	9635825	9690280	-	chr1	10617233	10617437	3 of 3	926953	926953	981408
NM_008667_Nab1	chr1	52487127	52611216	-	chr1	52625416	52625560	1 of 3	14200	14200	138289
NM_008667_Nab1	chr1	52487127	52611216	-	chr1	52625416	52625560	2 of 3	14200	14200	138289
NM_008667_Nab1	chr1	52487127	52611216	-	chr1	52625416	52625560	3 of 3	14200	14200	138289
NM_008678_Ncoa2	chr1	13129206	13399268	-	chr1	13829227	13829564	1 of 1	429959	429959	700021
NM_008696_Map4k4	chr1	39958025	40102235	+	chr1	40325917	40326123	1 of 4	223682	367892	223682
NM_008696_Map4k4	chr1	39958025	40102235	+	chr1	40325917	40326123	2 of 4	223682	367892	223682
NM_008696_Map4k4	chr1	39958025	40102235	+	chr1	40325917	40326123	3 of 4	223682	367892	223682
NM_008696_Map4k4	chr1	39958025	40102235	+	chr1	39492140	39492513	4 of 4	465512	465512	609722
NM_008719_Npas2	chr1	39250631	39420071	+	chr1	39492140	39492513	1 of 2	72069	241509	72069
NM_008719_Npas2	chr1	39250631	39420071	+	chr1	39492140	39492513	2 of 2	72069	241509	72069
NM_008763_Olfr16	chr1	174886928	174887857	+	chr1	174376470	174376659	1 of 1	510269	510269	511198
NM_008765_Orc2l	chr1	58519275	58561933	-	---	---	---	---	---	---	---
NM_008781_Pax3	chr1	78047196	78193701	-	chr1	78630893	78631160	1 of 4	437192	437192	583697
NM_008781_Pax3	chr1	78047196	78193701	-	chr1	78630893	78631160	2 of 4	437192	437192	583697
NM_008781_Pax3	chr1	78047196	78193701	-	chr1	78630893	78631160	3 of 4	437192	437192	583697
NM_008781_Pax3	chr1	78047196	78193701	-	chr1	78630893	78631160	4 of 4	437192	437192	583697
NM_008795_Pctk3	chr1	133972174	134036519	-	chr1	133114860	133115015	1 of 1	857159	921504	857159
NM_008798_Pdcd1	chr1	95931620	95977526	-	chr1	95186508	95186637	1 of 2	744983	790889	744983
NM_008798_Pdcd1	chr1	95931620	95977526	-	chr1	95186508	95186637	2 of 2	744983	790889	744983
NM_008801_Pde6d	chr1	88427331	88479102	-	chr1	88408969	88409267	1 of 1	18064	69835	18064
NM_008825_Pfkfb2	chr1	132566787	132625820	-	chr1	132950929	132951247	1 of 2	325109	325109	384142
NM_008825_Pfkfb2	chr1	132566787	132625820	-	chr1	133114860	133115015	2 of 2	489040	489040	548073
NM_008866_Lypla1	chr1	4797815	4844373	+	---	---	---	---	---	---	---
NM_008869_Pla2g4a	chr1	151661289	151808414	-	---	---	---	---	---	---	---
NM_008882_Plxna2	chr1	196411150	196654445	+	chr1	197057796	197057843	1 of 1	403351	646646	403351
NM_008900_Pou3f3	chr1	42662066	42757055	+	---	---	---	---	---	---	---
NM_008911_Ppox	chr1	173200042	173211335	-	chr1	172620917	172621080	1 of 2	578962	590255	578962
NM_008911_Ppox	chr1	173200042	173211335	-	chr1	172620779	172620912	2 of 2	579130	590423	579130
NM_008922_Prim2	chr1	33510658	33727287	-	chr1	34206924	34207100	1 of 2	479637	479637	696266
NM_008922_Prim2	chr1	33510658	33727287	-	chr1	34206924	34207100	2 of 2	479637	479637	696266
NM_008937_Prox1	chr1	191943166	191999411	-	---	---	---	---	---	---	---
NM_008976_Ptpn14	chr1	191512039	191694746	+	---	---	---	---	---	---	---
NM_008985_Ptprn	chr1	75243625	75261057	-	chr1	75481920	75482054	1 of 2	220863	220863	238295
NM_008985_Ptprn	chr1	75243625	75261057	-	chr1	75481920	75482054	2 of 2	220863	220863	238295
NM_008998_Rab17	chr1	92842177	92905581	-	chr1	92070253	92070431	1 of 2	771746	835150	771746
NM_008998_Rab17	chr1	92842177	92905581	-	chr1	92070253	92070431	2 of 2	771746	835150	771746
NM_008999_Rab23	chr1	33776747	33799402	+	chr1	34206924	34207100	1 of 2	407522	430177	407522
NM_008999_Rab23	chr1	33776747	33799402	+	chr1	34206924	34207100	2 of 2	407522	430177	407522
NM_009049_Resp18	chr1	75268774	75274970	-	chr1	75481920	75482054	1 of 2	206950	206950	213146
NM_009049_Resp18	chr1	75268774	75274970	-	chr1	75481920	75482054	2 of 2	206950	206950	213146
NM_009061_Rgs2	chr1	145846468	145858945	-	chr1	145591041	145591176	1 of 4	255292	267769	255292
NM_009061_Rgs2	chr1	145846468	145858945	-	chr1	145591041	145591176	2 of 4	255292	267769	255292
NM_009061_Rgs2	chr1	145846468	145858945	-	chr1	145591041	145591176	3 of 4	255292	267769	255292
NM_009061_Rgs2	chr1	145846468	145858945	-	chr1	145591041	145591176	4 of 4	255292	267769	255292
NM_009062_Rgs4	chr1	171671620	171743114	-	chr1	172620779	172620912	1 of 2	877665	877665	949159
NM_009062_Rgs4	chr1	171671620	171743114	-	chr1	172620917	172621080	2 of 2	877803	877803	949297
NM_009063_Rgs5	chr1	171585632	171625107	+	---	---	---	---	---	---	---
NM_009107_Rxrg	chr1	169399669	169569753	+	chr1	170255081	170255260	1 of 2	685328	855412	685328
NM_009107_Rxrg	chr1	169399669	169569753	+	chr1	170255081	170255260	2 of 2	685328	855412	685328
NM_009118_Sag	chr1	89700275	89741733	+	chr1	89989553	89989714	1 of 4	247820	289278	247820
NM_009118_Sag	chr1	89700275	89741733	+	chr1	89989553	89989714	2 of 4	247820	289278	247820
NM_009118_Sag	chr1	89700275	89741733	+	chr1	89989553	89989714	3 of 4	247820	289278	247820
NM_009118_Sag	chr1	89700275	89741733	+	chr1	89989553	89989714	4 of 4	247820	289278	247820
NM_009126_Serpinb3a	chr1	108942184	108948902	-	chr1	108747519	108747791	1 of 3	194393	201111	194393
NM_009126_Serpinb3a	chr1	108942184	108948902	-	chr1	108747519	108747791	2 of 3	194393	201111	194393
NM_009126_Serpinb3a	chr1	108942184	108948902	-	chr1	108747519	108747791	3 of 3	194393	201111	194393
NM_009129_Scg2	chr1	79431244	79436675	-	chr1	78630893	78631160	1 of 4	800084	805515	800084
NM_009129_Scg2	chr1	79431244	79436675	-	chr1	78630893	78631160	2 of 4	800084	805515	800084
NM_009129_Scg2	chr1	79431244	79436675	-	chr1	78630893	78631160	3 of 4	800084	805515	800084
NM_009129_Scg2	chr1	79431244	79436675	-	chr1	78630893	78631160	4 of 4	800084	805515	800084
NM_009183_St8sia4	chr1	97484259	97672426	-	---	---	---	---	---	---	---
NM_009190_Vps4b	chr1	108665873	108739123	-	chr1	108747519	108747791	1 of 3	8396	8396	81646
NM_009190_Vps4b	chr1	108665873	108739123	-	chr1	108747519	108747791	2 of 3	8396	8396	81646
NM_009190_Vps4b	chr1	108665873	108739123	-	chr1	108747519	108747791	3 of 3	8396	8396	81646
NM_009208_Slc4a3	chr1	75539833	75564973	+	chr1	75481920	75482054	1 of 2	57779	57779	82919
NM_009208_Slc4a3	chr1	75539833	75564973	+	chr1	75481920	75482054	2 of 2	57779	57779	82919
NM_009230_Soat1	chr1	158354679	158417632	-	chr1	158510523	158510813	1 of 4	92891	92891	155844
NM_009230_Soat1	chr1	158354679	158417632	-	chr1	158510523	158510813	2 of 4	92891	92891	155844
NM_009230_Soat1	chr1	158354679	158417632	-	chr1	158537267	158537411	3 of 4	119635	119635	182588
NM_009230_Soat1	chr1	158354679	158417632	-	chr1	158537267	158537411	4 of 4	119635	119635	182588
NM_009255_Serpine2	chr1	79778648	79891246	-	---	---	---	---	---	---	---
NM_009257_Serpinb5	chr1	108757652	108779925	+	chr1	108747519	108747791	1 of 3	9861	9861	32134
NM_009257_Serpinb5	chr1	108757652	108779925	+	chr1	108747519	108747791	2 of 3	9861	9861	32134
NM_009257_Serpinb5	chr1	108757652	108779925	+	chr1	108747519	108747791	3 of 3	9861	9861	32134
NM_009283_Stat1	chr1	51740305	52218707	+	chr1	52625416	52625560	1 of 3	406709	885111	406709
NM_009283_Stat1	chr1	51740305	52218707	+	chr1	52625416	52625560	2 of 3	406709	885111	406709
NM_009283_Stat1	chr1	51740305	52218707	+	chr1	52625416	52625560	3 of 3	406709	885111	406709
NM_009307_Syt2	chr1	136543209	136659150	+	chr1	136956468	136956598	1 of 4	297318	413259	297318
NM_009307_Syt2	chr1	136543209	136659150	+	chr1	135851853	135852218	2 of 4	690991	690991	806932
NM_009307_Syt2	chr1	136543209	136659150	+	chr1	135851853	135852218	3 of 4	690991	690991	806932
NM_009307_Syt2	chr1	136543209	136659150	+	chr1	135582677	135582828	4 of 4	960381	960381	1076322
NM_009334_Tcfap2b	chr1	19198995	19228906	+	---	---	---	---	---	---	---
NM_009352_Terf1	chr1	15785995	15845901	+	---	---	---	---	---	---	---
NM_009355_Tesp1	chr1	34554997	34559905	+	chr1	34206924	34207100	1 of 2	347897	347897	352805
NM_009355_Tesp1	chr1	34554997	34559905	+	chr1	34206924	34207100	2 of 2	347897	347897	352805
NM_009356_Tesp2	chr1	34594321	34617749	-	chr1	34206924	34207100	1 of 2	387221	410649	387221
NM_009356_Tesp2	chr1	34594321	34617749	-	chr1	34206924	34207100	2 of 2	387221	410649	387221
NM_009367_Tgfb2	chr1	188337162	188544530	-	---	---	---	---	---	---	---
NM_009399_Tnfrsf11a	chr1	107677300	107859295	+	---	---	---	---	---	---	---
NM_009407_Tnp1	chr1	73061657	73062512	-	chr1	72815517	72815742	1 of 3	245915	246770	245915
NM_009407_Tnp1	chr1	73061657	73062512	-	chr1	72770058	72770226	2 of 3	291431	292286	291431
NM_009407_Tnp1	chr1	73061657	73062512	-	chr1	72769824	72770056	3 of 3	291601	292456	291601
NM_009418_Tpp2	chr1	43936027	44065003	+	chr1	44195449	44195639	1 of 2	130446	259422	130446
NM_009418_Tpp2	chr1	43936027	44065003	+	chr1	44195449	44195639	2 of 2	130446	259422	130446
NM_009447_Tuba4a	chr1	75210818	75219831	-	chr1	75481920	75482054	1 of 2	262089	262089	271102
NM_009447_Tuba4a	chr1	75210818	75219831	-	chr1	75481920	75482054	2 of 2	262089	262089	271102
NM_009452_Tnfsf4	chr1	163212600	163374314	+	chr1	163827897	163828062	1 of 3	453583	615297	453583
NM_009452_Tnfsf4	chr1	163212600	163374314	+	chr1	163827897	163828062	2 of 3	453583	615297	453583
NM_009452_Tnfsf4	chr1	163212600	163374314	+	chr1	163827897	163828062	3 of 3	453583	615297	453583
NM_009460_Sumo1	chr1	59643412	59727658	-	---	---	---	---	---	---	---
NM_009480_Usf1	chr1	173341335	173348954	+	chr1	172620917	172621080	1 of 2	720255	720255	727874
NM_009480_Usf1	chr1	173341335	173348954	+	chr1	172620779	172620912	2 of 2	720423	720423	728042
NM_009509_Vil1	chr1	74455970	74485488	+	---	---	---	---	---	---	---
NM_009518_Wnt10a	chr1	74838090	74898253	+	chr1	75481920	75482054	1 of 2	583667	643830	583667
NM_009518_Wnt10a	chr1	74838090	74898253	+	chr1	75481920	75482054	2 of 2	583667	643830	583667
NM_009526_Wnt6	chr1	74818493	74831875	+	chr1	75481920	75482054	1 of 2	650045	663427	650045
NM_009526_Wnt6	chr1	74818493	74831875	+	chr1	75481920	75482054	2 of 2	650045	663427	650045
NM_009533_Xrcc5	chr1	72354001	72453365	+	chr1	72769824	72770056	1 of 3	316459	415823	316459
NM_009533_Xrcc5	chr1	72354001	72453365	+	chr1	72770058	72770226	2 of 3	316693	416057	316693
NM_009533_Xrcc5	chr1	72354001	72453365	+	chr1	72815517	72815742	3 of 3	362152	461516	362152
NM_009539_Zap70	chr1	36818663	36839663	+	chr1	36106813	36107058	1 of 1	711605	711605	732605
NM_009579_Slc30a1	chr1	193730666	193737101	+	chr1	194258648	194259032	1 of 3	521547	527982	521547
NM_009579_Slc30a1	chr1	193730666	193737101	+	chr1	194258648	194259032	2 of 3	521547	527982	521547
NM_009579_Slc30a1	chr1	193730666	193737101	+	chr1	194645118	194645475	3 of 3	908017	914452	908017
NM_009581_Zp3r	chr1	132473290	132526179	-	chr1	132950929	132951247	1 of 2	424750	424750	477639
NM_009581_Zp3r	chr1	132473290	132526179	-	chr1	133114860	133115015	2 of 2	588681	588681	641570
NM_009604_Chrng	chr1	89102267	89109269	+	chr1	88408969	88409267	1 of 4	693000	693000	700002
NM_009604_Chrng	chr1	89102267	89109269	+	chr1	89989553	89989714	2 of 4	880284	887286	880284
NM_009604_Chrng	chr1	89102267	89109269	+	chr1	89989553	89989714	3 of 4	880284	887286	880284
NM_009604_Chrng	chr1	89102267	89109269	+	chr1	89989553	89989714	4 of 4	880284	887286	880284
NM_009676_Aox1	chr1	58086687	58165423	+	---	---	---	---	---	---	---
NM_009721_Atp1b1	chr1	166367243	166524675	-	chr1	167222964	167223261	1 of 2	698289	698289	855721
NM_009721_Atp1b1	chr1	166367243	166524675	-	chr1	167222964	167223261	2 of 2	698289	698289	855721
NM_009741_Bcl2	chr1	108362593	108614036	-	chr1	108747519	108747791	1 of 3	133483	133483	384926
NM_009741_Bcl2	chr1	108362593	108614036	-	chr1	108747519	108747791	2 of 3	133483	133483	384926
NM_009741_Bcl2	chr1	108362593	108614036	-	chr1	108747519	108747791	3 of 3	133483	133483	384926
NM_009782_Cacna1e	chr1	156242220	156916799	-	---	---	---	---	---	---	---
NM_009786_Cacybp	chr1	162132500	162143003	-	---	---	---	---	---	---	---
NM_009791_Aspm	chr1	141351360	141393207	+	chr1	140381656	140381785	1 of 1	969575	969575	1011422
NM_009794_Capn2	chr1	184394108	184479307	-	---	---	---	---	---	---	---
NM_009803_Nr1i3	chr1	173122612	173149661	+	chr1	172620917	172621080	1 of 2	501532	501532	528581
NM_009803_Nr1i3	chr1	173122612	173149661	+	chr1	172620779	172620912	2 of 2	501700	501700	528749
NM_009812_Casp8	chr1	58818409	58904327	+	---	---	---	---	---	---	---
NM_009813_Casq1	chr1	174140028	174150006	-	chr1	174376470	174376659	1 of 1	226464	226464	236442
NM_009826_Rb1cc1	chr1	6196277	6266709	+	---	---	---	---	---	---	---
NM_009843_Ctla4	chr1	60943864	61098205	+	---	---	---	---	---	---	---
NM_009872_Cdk5r2	chr1	74901511	74904288	+	chr1	75481920	75482054	1 of 2	577632	580409	577632
NM_009872_Cdk5r2	chr1	74901511	74904288	+	chr1	75481920	75482054	2 of 2	577632	580409	577632
NM_009909_Il8rb	chr1	74200075	74207820	+	---	---	---	---	---	---	---
NM_009911_Cxcr4	chr1	130436268	130609324	-	---	---	---	---	---	---	---
NM_009918_Cnga3	chr1	37275192	37321882	+	---	---	---	---	---	---	---
